,aice,asnow,MF
0,1.5515231606715112e-06,2.5687316803365514e-06,6.111805786176815e-05
1,1.2626505367628098e-07,1.296130067756775e-06,0.0003739760358697632
2,5.259130363784545e-07,2.9680361532188745e-06,0.00018000548644182642
3,1.984275234836351e-06,1.2036204757448345e-06,5.375312659284333e-05
4,1.5073236615219685e-06,1.2966583836223504e-06,0.0001748984472085003
5,1.6131265730995094e-06,1.216973955252545e-06,0.00018819180123826848
6,6.925935926313915e-07,1.2873507160301477e-06,0.00027504107013127124
7,6.421298341186225e-07,1.3882274589910728e-06,0.00032821563054850845
8,1.139281813422122e-06,5.553581140771057e-07,0.00025009448538154146
9,1.3587297772027942e-06,2.2156225034183847e-06,0.0001339008842893292
10,4.5326754075162396e-08,2.259345193369539e-06,0.0003287829652934504
11,2.3859056655601827e-08,1.4931744759846493e-06,0.0004183346455688566
12,1.0778616207605979e-06,7.402332622105011e-07,0.0003137162963772835
13,1.9502941489535077e-06,1.4641365868672036e-06,3.1118361013655286e-05
14,6.677340281086529e-07,2.1563053913727125e-07,0.0003875216496709267
15,2.5353850093141387e-06,1.048410330961287e-06,1.365974602133516e-05
16,2.813614451313606e-07,2.2194865772857555e-06,0.0002597244720223707
17,1.6367300425484177e-06,1.531761320662158e-06,6.389276885968392e-05
18,1.602815875855157e-06,1.3050508451605952e-06,0.00011068919320232206
19,1.1977061518511321e-06,2.0499171846292893e-06,0.00017773868975344824
20,1.4532153799944784e-08,1.1433093572844177e-06,0.00036823417856370424
21,4.4183538412175313e-07,2.7203247184511112e-06,0.00019719430890575258
22,1.5868081768694626e-06,1.2198910643603767e-06,0.0001872327132948371
23,8.003990589621161e-07,2.223095804176175e-06,0.00018545101916303495
24,4.3876850961179786e-07,8.333025765577133e-07,0.00030819703065913226
25,8.640744862160661e-08,2.122057145774289e-06,0.0004032084195962538
26,1.4599498396173691e-06,3.822084027784431e-07,0.00030951633415173257
27,1.6533562562021315e-06,1.9518039345371025e-06,0.00010285398982607717
28,2.0178615996066686e-07,1.0747848306132428e-06,0.0003528451529424728
29,1.1831013916280176e-06,1.6603793570002717e-06,0.00014343067825200835
30,7.16041451281564e-07,7.410239821408259e-07,0.0003460065715845828
31,1.0854078548184068e-06,1.5748402141448733e-06,0.00021839423511606432
32,1.7128546328050903e-06,2.1981619870025795e-06,3.31326673655811e-05
33,5.469336529819381e-07,6.02073959763042e-07,0.00041594205322046686
34,1.444498879824965e-06,2.4470935975337004e-06,7.520723052074633e-05
35,1.720769680510975e-06,1.875930500224328e-06,9.880257172783326e-05
36,1.5178829806280417e-06,6.05014294761263e-07,0.00020899237246530764
37,4.905435350330731e-07,1.6318376176581808e-06,0.00023694451030597367
38,7.58055131781409e-07,2.0785989263239177e-06,0.0002594784075035211
39,1.2463778546764091e-06,1.901980424527806e-06,0.0001241264429014267
40,2.0055063903395063e-06,6.721392705426261e-08,0.00026896913457337575
41,1.2963379221537122e-06,2.7867884594646034e-06,6.2063004697973e-05
42,6.41832273451685e-07,2.419776491456142e-06,0.0001652371809739633
43,1.6274557137684182e-06,2.2453810187965757e-06,6.459354190909935e-05
44,1.088234752414611e-06,1.4825618144005498e-06,0.00017673098161887478
45,3.158972468721011e-07,1.777116386119391e-06,0.0002767837190354204
46,3.9398090911788205e-07,1.7319732295073724e-06,0.00032077262261214645
47,1.7414873520104673e-06,1.0821887681881096e-06,0.00016044647087010226
48,4.5490261718316425e-07,1.677713899099923e-06,0.00023444167845710967
49,4.4460968536658424e-07,2.3574031000237554e-06,0.00027044644761702383
50,7.633532933513608e-07,2.884844033208638e-06,0.00022130942093014208
51,1.612840723909682e-06,3.024998318983899e-06,1.7432178002513505e-05
52,3.657480889526661e-07,9.874687802233244e-07,0.000380341599120972
53,1.0688827050871528e-06,1.831450787233223e-06,0.00017817459679815426
54,7.56616117443077e-07,1.6310263583967801e-06,0.00030215393072865804
55,2.7027928890997476e-06,8.257488567181694e-07,8.220360371420903e-05
56,1.132501628697907e-06,1.6992329762783115e-06,0.000157643234085454
57,4.413232386509819e-06,5.78430477077163e-07,1.3648650549110786e-05
58,1.2838051477497038e-06,2.4052864148221506e-06,0.00010945137008679012
59,7.373380115954799e-07,2.6514996984455134e-06,0.00024512224425516375
60,6.678088991846108e-08,1.7443634329231083e-06,0.0003876290248387975
61,1.7253481781883224e-06,2.095487217760901e-06,9.032432524307281e-05
62,1.8236262329175782e-06,1.0170166844518604e-06,0.00015393589651808293
63,2.2150058187002223e-06,1.5311665103526445e-06,6.286869173662048e-05
64,1.309015062552306e-06,2.545482136151203e-06,0.0001224847602048423
65,3.3952858484224545e-06,5.353557187482396e-07,6.350639259662742e-05
66,1.1294644750093592e-06,1.4493156476661568e-06,0.00020036993539546184
67,7.374741297665434e-07,7.346175200663935e-07,0.00033212205031785797
68,1.4505731398495366e-06,6.488071698619975e-07,0.00019422073136029762
69,1.4043806825426157e-06,5.191932993981656e-07,0.0002216929930249661
70,1.0860551878899773e-06,1.9585995122161515e-06,0.00014290784664509922
71,1.8249939780644997e-06,1.2499607310624664e-07,0.00025265113119669235
72,2.0060221549970794e-06,8.576720168546397e-08,0.00022450579221894814
73,8.317221696563072e-07,1.3484488072802821e-06,0.00030741129797736555
74,1.7951840573835215e-06,1.0225526380175553e-06,0.00010474600470849246
75,1.1783027145052853e-07,1.3884436325226356e-06,0.00031744676034420284
76,1.2953400335707248e-06,5.272499503997925e-07,0.00022274078673111051
77,7.35107237416491e-07,6.85114900986017e-07,0.0003566733752084668
78,3.0097864992223095e-07,2.5069929014710184e-06,0.0002349709671584832
79,3.5893329983431853e-06,5.659060819343067e-07,8.176092560057731e-05
80,1.971453573851988e-06,1.0895544379651848e-06,0.00010049256255136629
81,7.054971538961867e-08,1.6451625976445737e-06,0.00040128071026323837
82,1.4086031844619202e-06,2.77735705337698e-07,0.00031992946142712523
83,1.057065507318215e-06,9.55048995818821e-07,0.00023953031094636203
84,7.606899249450627e-07,1.0909382386775423e-06,0.0002952035846295179
85,1.872205378792996e-06,1.4557349433712305e-06,9.206963931302964e-05
86,8.0466880986457e-06,3.0278562236585494e-07,2.355531965986241e-05
87,7.318908934851958e-07,1.3648054007926023e-06,0.00020773637639851615
88,3.798310923193317e-07,2.4602319422544028e-06,0.0002219941670726999
89,3.2787905585826224e-06,4.245659774902547e-07,8.687207368504317e-05
90,5.6928538251893e-08,4.2035838449767405e-07,0.00044550783643855675
91,1.0059494755780458e-07,1.6681353035915045e-06,0.00033801073330579686
92,3.97824572625331e-07,1.3347504736587902e-06,0.00027235436466229877
93,2.2707859865692054e-06,4.608662813848798e-07,0.00015165542213982255
94,1.029837765398457e-06,2.1375295677223316e-06,0.0001573214091341294
95,4.4500563165420523e-07,1.7803472292364323e-06,0.00026627567331407676
96,2.060309754698067e-06,1.5657868587182177e-06,2.1800042598648013e-05
97,2.1545440442899965e-06,5.583056370615831e-07,0.0001895870787482841
98,6.691783308188567e-07,1.495355962813267e-06,0.00021606176303768325
99,5.056664509196331e-07,1.0605152828765245e-06,0.0003272808915517492
100,6.916033737358897e-07,1.2780368783870183e-06,0.0003303506430714604
101,1.2082538806495857e-06,1.9212976511489755e-06,0.00011452247358038025
102,4.043491810048756e-07,2.66130773141377e-06,0.00028499021635358153
103,9.634063196660873e-07,1.5292889841453794e-06,0.00020394939398473078
104,1.812992864411391e-06,6.747833604268479e-07,0.00016569497592879115
105,8.158239408726052e-07,9.465947552823178e-07,0.0003434997221130281
106,2.2162576363517697e-07,2.50460510064133e-06,0.00028814802588104563
107,3.5109687468782396e-06,5.866914850334885e-07,7.887850320388405e-05
108,5.568688733115662e-06,5.178065843348136e-07,9.7039977475312e-06
109,5.462367009257758e-07,1.0296027566828967e-06,0.00027172557255152464
110,5.071674126485849e-07,5.706872660343191e-07,0.0003356982935948643
111,1.7278008227440596e-06,1.1975714051713013e-06,0.000140790842719655
112,1.2930201158182389e-06,1.7522164990396532e-07,0.00034739536804070676
113,1.1508619962523875e-06,1.6757585989156884e-06,0.0002171972108655716
114,3.87614695024057e-06,6.128680420328043e-08,0.00013935797805013573
115,4.210876163966012e-07,1.973841670714264e-06,0.0002521570645400625
116,1.7540557101142875e-06,2.3667411335307785e-07,0.00027314945559348274
117,3.1676045601494822e-06,1.8612834877591937e-07,0.00018336642781332585
118,6.0864895064693765e-06,2.791103029154746e-07,4.267069233158637e-05
119,3.8924534414679903e-07,1.118545719650157e-06,0.0003373574117026393
120,8.713860484357197e-07,1.0135602921040657e-06,0.000305615543362297
121,7.478727220075738e-07,1.545573617227546e-06,0.00022640743869846932
122,9.009985425847178e-07,1.496782195200901e-06,0.00022054199235373756
123,2.499969072425077e-07,1.936960117761238e-06,0.00029936111921638193
124,2.322232845316378e-06,8.148248022864738e-07,6.429340100459521e-05
125,1.4233773743361587e-06,8.216631123792221e-07,0.00018272970221188114
126,1.5884940454567147e-07,3.4644555346384366e-07,0.0004609843118242354
127,1.0559862930564283e-06,1.836329749725082e-06,0.00021984459853413764
128,6.402757825699978e-07,1.370349968925154e-06,0.00022186459345446645
129,5.94340391529518e-07,2.452401413743804e-06,0.00016727054006683762
130,1.911457601965816e-06,8.395849699034191e-07,0.000163307596940994
131,1.1251879896050121e-06,8.66577061622078e-07,0.00025681527220242296
132,5.728513857221326e-07,2.2154565934292803e-06,0.0001881772481470281
133,9.129410631788626e-07,8.396862626186317e-07,0.00027048752399410025
134,2.3035889358957497e-07,2.0339601694721825e-06,0.0003157173199401436
135,2.050294362549308e-06,1.4615429442343001e-06,9.277142647278518e-05
136,1.9054426743686785e-06,1.720134063987964e-06,2.001280541514991e-05
137,2.6033260636733932e-06,8.296618435319914e-07,8.716978042736008e-05
138,3.738667744646686e-07,1.302001311810865e-06,0.00035428953518680257
139,6.759067302511929e-07,9.177666441801576e-07,0.00032518473848837533
140,2.4841003342897588e-06,6.287126390773252e-07,8.427710747144993e-05
141,3.0193270276499567e-06,1.0061720488658655e-06,4.229647335444111e-05
142,9.961636798638105e-07,1.7897202212187575e-06,0.00017982398983837095
143,5.048746165149857e-07,1.4991954042179732e-06,0.0003199245223300566
144,1.4578280905590492e-06,1.4592489880943707e-06,0.00018527524101196298
145,1.2114892335966e-06,1.1327542099855004e-06,0.00024049741370026022
146,1.5611261149338687e-06,1.4427605683157073e-06,8.325746535684179e-05
147,2.2091874949523764e-06,9.305334559553796e-07,5.668689916673767e-05
148,2.239192090624816e-07,1.8760426967042818e-06,0.0003367636802077203
149,8.128828345374929e-07,2.011787126451778e-06,0.00019873804123621717
150,1.66159530017236e-07,1.6573245901417574e-06,0.00031347098119388514
151,8.294209434515248e-08,2.808617111227935e-06,0.000273323984040556
152,1.6103121994899405e-06,3.325133466740126e-07,0.0002954859239330716
153,1.4310305811160653e-06,5.806240021311072e-07,0.0002667239121644
154,8.566492985125175e-07,7.293578734166238e-07,0.0003067847686405252
155,4.5554234625019935e-07,1.8133461240968024e-06,0.0002570601632611414
156,2.687630535411196e-06,9.364771567103577e-07,3.805281287727166e-05
157,1.3337772352338128e-07,3.6966248543246873e-06,0.0003137725269369734
158,6.535445053494567e-07,1.4825048489130922e-06,0.0002420461627948496
159,2.188034536293004e-06,1.1016182403957142e-06,5.369378896370654e-05
160,2.250268970944037e-06,1.8323724097046812e-06,2.461584978505029e-05
161,8.367919949820463e-07,2.444150347397405e-06,0.00012370580282782605
162,4.1854592432280726e-08,1.54845678187776e-06,0.00040215594980791197
163,2.938022605750606e-08,2.0162731922653325e-06,0.0003107642050138691
164,4.417403534778004e-07,2.7578751547195314e-06,0.00017720176502233106
165,5.00270360043425e-08,1.8856570294519798e-06,0.0003118650805033813
166,2.931093971773698e-06,8.236446857392294e-07,3.393418070778042e-05
167,1.427140730321164e-06,1.2128010027964724e-06,0.00013756437132426063
168,1.5198380828204434e-06,4.4243009877085537e-07,0.0002797131745819559
169,7.51506482422447e-07,6.747580507055318e-07,0.00036120872128956634
170,1.1331429364875175e-07,4.218290339804416e-07,0.0004020588995654773
171,2.7994999726037036e-07,3.0044754530781244e-06,0.00019988313948254827
172,1.8607120329843085e-06,5.612887799382695e-07,0.00016220160247868752
173,2.136336046265738e-06,9.25819207585993e-07,0.0001462341848699769
174,2.313803254864398e-06,1.7482603071511534e-06,2.79936276702139e-06
175,6.82528628283778e-07,2.278275991407226e-06,0.0001515704425047056
176,1.4496595402843507e-06,1.2432391401996286e-06,0.0001913888800983389
177,1.5556846704506366e-06,1.3016991714366885e-06,0.00013118149068817023
178,6.312393029792913e-07,1.221716197503715e-06,0.0002530925135672135
179,8.831568188071988e-07,2.207969039365431e-06,0.00018364829142440817
180,7.485012786856252e-07,2.043655716483695e-06,0.00016116903888643426
181,1.2928456984814752e-06,2.450744061021035e-06,0.00011083006716750948
182,2.003891655556136e-07,2.162609871227623e-06,0.0003241117036239863
183,3.3604529149176026e-06,6.102692148869891e-07,7.087899194430618e-05
184,1.866512251419543e-06,2.2213227285110816e-06,1.3708774115571691e-05
185,1.8983614247644353e-06,1.4734845784346271e-06,7.632758827983595e-05
186,1.3538993978175957e-06,1.6792153550275233e-06,9.382074153500201e-05
187,1.4699570337412282e-07,2.0101167353956667e-06,0.00028322109021936177
188,2.6618560306658664e-06,1.0984616709582143e-06,4.611895422649285e-05
189,2.1379268266634818e-06,4.2085015605993467e-07,0.00022603620629812335
190,3.9866253969727397e-07,1.3303026360332732e-06,0.0003027204450099583
191,1.577909462866273e-06,1.3211818822865115e-06,0.00011021439930375811
192,2.398720883111495e-08,2.3193053711962652e-06,0.00028195975082846654
193,1.1018143907457974e-06,2.7256246156471508e-06,8.86304785878499e-05
194,2.372063979031667e-06,1.303492452256977e-06,4.445717209002482e-05
195,5.589095921813395e-07,1.591115896306583e-06,0.00028992941668590813
196,1.3823922205976493e-07,1.0672440857331136e-06,0.0004440227666169565
197,1.9757631113053125e-06,7.643956903206567e-07,0.0001836688381614588
198,2.543490384213227e-07,3.196213234183558e-06,0.0002793128489455658
199,1.1771501305419097e-06,1.836697939475185e-06,0.00016889338938266878
200,1.382308528393274e-06,7.39383030483245e-07,0.0002310338100162757
201,9.727273509966646e-07,6.992769219846577e-07,0.00025873312109627876
202,1.1312243449849817e-06,1.48394709019386e-06,0.00016620366879638014
203,1.3330790897382594e-06,3.2302630770734496e-06,4.370953494549316e-05
204,9.935401781204182e-09,1.512886162684736e-06,0.0003290372972946651
205,1.1990899311714197e-06,1.300644556926439e-06,0.0001390644269227231
206,9.210106800978263e-07,1.2651124751373544e-06,0.0002172901728388011
207,3.4304572720196135e-07,1.570846473491215e-06,0.00026757220063385533
208,1.4339855435435977e-06,8.617330745821548e-07,0.00020401180919427705
209,1.242910513710658e-06,2.3558647433166335e-06,0.00011753765775214401
210,5.508925828607778e-07,1.823454698835306e-06,0.0002812212735030233
211,3.387119367496532e-06,3.3637463009357e-07,0.00014048633662798463
212,2.5846913152958965e-08,6.900412316302112e-07,0.00039218381786446083
213,2.2683619608908866e-06,1.1392915344014846e-06,6.878359990027653e-05
214,1.765618696091481e-06,2.0354904625084685e-06,6.580362148637679e-05
215,8.540798226735198e-07,3.1262901820887345e-06,0.00018167550244187265
216,9.425704122154368e-07,2.5529467464237953e-06,0.00014931429097841904
217,6.836927230428881e-07,1.3470604693448509e-06,0.00030991006959804585
218,9.605970909254466e-07,1.9495510663763474e-06,0.00018628922821347168
219,1.4345567145561941e-06,1.1207206854219311e-06,0.00016933291901203518
220,1.283182141905768e-06,7.915427682912641e-07,0.00025147459917504363
221,1.577439978192132e-06,8.283484530762395e-07,0.0001584944909810789
222,6.267856648001579e-07,7.26393356534471e-07,0.0003129357756091589
223,3.586143611597785e-07,8.511870366913342e-07,0.0004038635118174173
224,1.9142365402111435e-06,1.3778625978376577e-06,6.43112679613413e-05
225,4.572550853182197e-06,4.0795944858685494e-07,5.1314222035525386e-05
226,1.6313422735054638e-06,5.861075163784407e-07,0.00016773513941360617
227,1.7235879674514745e-07,1.4316419469163119e-06,0.0003379452876738151
228,1.6541229739821578e-08,1.7862554225932723e-06,0.00037582359097118655
229,9.426401903181261e-07,1.3862723944503767e-06,0.00026468953082884635
230,2.1968413027282552e-08,1.3079737295599378e-06,0.00040204264810274207
231,2.7013749714552726e-06,1.122802844896243e-06,5.842861608932408e-05
232,1.8938756013874868e-07,2.2124668673482603e-06,0.0003281786831248964
233,7.585146860598206e-07,7.977337385757389e-07,0.00027637812683602825
234,1.2282002733483592e-06,1.222588215022361e-06,0.00016587858021431952
235,2.028575422178216e-06,7.40114929178272e-07,0.00016754200831116365
236,1.4372468313757537e-07,2.230342242513358e-06,0.00031462350947640625
237,9.792131579965254e-07,2.1112637492219266e-06,0.00013709144607790586
238,8.908771636405433e-07,1.8507320877771906e-06,0.0002452143690826367
239,2.061715470333868e-06,2.6649719090024936e-07,0.00022412713133891665
240,3.6089024411976367e-07,5.203668339436402e-07,0.00035494308878399115
241,1.235755176713602e-06,2.6002127940446362e-06,0.00013654381115848517
242,8.896752230944591e-07,6.697693832414192e-07,0.0002905286448196378
243,3.242169717974498e-07,1.6199455026901248e-06,0.0002832439728652213
244,3.026143898156748e-07,2.2705557583562177e-06,0.0003407003377228467
245,1.5036369527757897e-06,1.446363970639379e-06,7.787051793768231e-05
246,1.4638477977524388e-06,2.0571069295174086e-06,0.0001312746193989349
247,4.2038428467319916e-06,2.2372938257157925e-07,0.00011689895466851581
248,1.3175495551621665e-06,1.9904456677301684e-06,0.00016996551277052876
249,1.257534807020062e-06,5.75949165221051e-07,0.00025687486233169757
250,1.1563798304322544e-06,1.8394061764020769e-06,0.00016473388277382547
251,9.767035165689024e-07,1.5324990963227293e-06,0.00024323305968491872
252,1.9390476812970384e-06,2.242963535752901e-06,2.960158328865295e-05
253,2.2445067361481344e-06,6.628050958979753e-07,0.0001483657876047989
254,4.6645964962399706e-07,2.6832429561239175e-06,0.00021692463576239722
255,8.095772223187512e-07,2.2198472266649623e-06,0.00017276805795672236
256,3.2771102068009166e-07,1.1452513674340681e-06,0.00035239739936550145
257,3.7777087261224284e-07,4.7337334052052467e-07,0.00036004290105453294
258,4.3940831668017346e-07,2.5724862716980176e-06,0.00028505162807838995
259,1.4785548224291792e-06,1.202810820498125e-06,0.00011279898336452512
260,7.683154501328523e-07,2.123366258931106e-06,0.0002533699475155955
261,1.620202919665221e-06,1.5136076206121428e-06,9.142260152959213e-05
262,8.453715010138107e-07,1.5503176005698328e-06,0.00019285599577172188
263,2.233379147640404e-06,8.662855208784119e-07,0.0001429923146329984
264,7.94523938305881e-07,4.951081948601605e-07,0.0003518824416103587
265,9.764820039713286e-07,7.694120341679756e-07,0.00027161785141347134
266,7.094268270793161e-07,8.913757622813405e-07,0.00033359373311667357
267,5.907167288078668e-06,4.144043707644004e-07,1.1093916501906265e-05
268,8.828270161508104e-07,1.373758194015404e-06,0.000196634148433244
269,1.7881128480943945e-06,1.8726881914477701e-06,8.58969233928961e-05
270,3.2998425108319045e-07,1.1589522109899248e-07,0.000411905545564879
271,3.643613128108093e-06,8.123785199577159e-07,5.74436574606621e-06
272,2.085817555147939e-06,5.560672347382108e-07,0.00020388145225669487
273,2.2103627271273404e-06,1.6266067775474551e-06,6.059998254067685e-05
274,2.296053722129538e-06,8.434499915811189e-07,0.00012245452259716132
275,1.5109453673243807e-06,1.9621146413672916e-06,4.736038435081483e-05
276,1.4413100775847053e-07,1.497183502086134e-06,0.00032976474485279763
277,1.208868439265369e-06,1.6078521034080553e-06,0.00022255700425021896
278,3.7026393336527035e-06,7.022215405586664e-07,2.3393188274979833e-05
279,9.083229794163479e-07,9.07168411255186e-07,0.00033077235834012424
280,8.041587172757265e-07,2.0797665496021672e-06,0.0001880541020365037
281,1.4910980565251453e-06,1.7913412106555312e-06,8.074757138847477e-05
282,2.7721796111059614e-08,2.4398833088431753e-06,0.0003952506143575468
283,1.758600713572295e-06,6.453673470638894e-07,0.00021712540718590314
284,3.7721101230195278e-06,1.1316550097946574e-07,0.0001528658208282684
285,5.44607862938678e-06,2.2902035310392955e-07,7.876200594590649e-05
286,5.235134224771565e-07,2.053502019847565e-06,0.00021825214453982707
287,2.699147244359333e-06,7.635173605981415e-07,0.00011760924400084914
288,2.144666968287881e-06,1.2090623405558702e-06,0.00011668517351971677
289,6.121683489118435e-08,1.7795319847629836e-06,0.00041798118798863355
290,2.3706190703703081e-07,1.3222461853544415e-06,0.00033572194519586497
291,4.2797883478131087e-07,1.9212114920573383e-06,0.0002589885557821533
292,4.990629630023009e-06,1.9428786075139847e-07,7.436971807915535e-05
293,1.1559913176471825e-06,1.5000247636988608e-07,0.0003131794034770053
294,1.7481409994858606e-06,4.731410187796035e-07,0.0001768100990517906
295,1.098597617916723e-06,1.2716771756970881e-06,0.00016867611886507564
296,2.9566633634340673e-06,3.596937763475806e-07,0.0001656940130583481
297,1.690177424872181e-06,1.3493678982748003e-06,8.390358535137748e-05
